,Country.of.Origin,Country.of.OriginR,Region.Name,RegionR,Processing.Method,Processing.MethodR,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,altitude_mean_meters
1140,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,1700.0
1141,Nicaragua,18,Central America,1,Washed / Wet,0,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,79.83,1250.0
1142,Mexico,4,Mexico,4,Washed / Wet,0,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,1300.0
1144,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,1902.0
1145,Taiwan,7,Asia,2,Natural / Dry,1,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,1000.0
1146,Taiwan,7,Asia,2,Washed / Wet,0,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,79.75,600.0
1147,Thailand,9,Asia,2,Washed / Wet,0,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,79.75,800.0
1149,Costa Rica,3,Central America,1,Washed / Wet,0,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,79.75,1100.0
1150,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,79.75,1400.0
1151,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,79.75,1022.0
1152,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,79.75,1300.0
1153,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.75,1450.0
1154,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,79.75,1050.0
1156,Mexico,4,Mexico,4,Washed / Wet,0,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,79.75,1100.0
1157,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,1219.2
1158,El Salvador,13,Central America,1,Washed / Wet,0,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,79.67,1250.0
1159,Thailand,9,Asia,2,Washed / Wet,0,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,79.67,800.0
1160,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,79.67,1310.64
1161,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,79.67,1400.0
1162,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,79.67,975.0
1163,Mexico,4,Mexico,4,Washed / Wet,0,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,79.67,1264.0
1165,Mexico,4,Mexico,4,Washed / Wet,0,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,79.58,1250.0
1166,Mexico,4,Mexico,4,Washed / Wet,0,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,79.58,1550.0
1169,Nicaragua,18,Central America,1,Natural / Dry,1,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,79.5,1050.0
1170,Taiwan,7,Asia,2,Natural / Dry,1,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,7.0,79.5,700.0
1171,Colombia,1,South America,3,Washed / Wet,0,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,79.5,1550.0
1172,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,79.5,1550.0
1173,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,79.5,1100.0
1174,Guatemala,11,Central America,1,Washed / Wet,0,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,1219.2
1175,Guatemala,11,Central America,1,Washed / Wet,0,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,79.42,1219.2
1176,Mexico,4,Mexico,4,Washed / Wet,0,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,79.42,800.0
1177,Cote dIvoire,30,Africa,0,Washed / Wet,0,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,7.08,79.33,200.0
1178,Colombia,1,South America,3,Washed / Wet,0,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,79.33,1200.0
1179,Mexico,4,Mexico,4,Washed / Wet,0,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,79.33,950.0
1180,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,79.33,750.0
1182,Taiwan,7,Asia,2,Washed / Wet,0,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,79.25,850.0
1183,Mexico,4,Mexico,4,Washed / Wet,0,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,79.25,1000.0
1184,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,1219.2
1185,Honduras,16,Central America,1,Washed / Wet,0,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7.0,79.17,1650.0
1186,Guatemala,11,Central America,1,Washed / Wet,0,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,79.17,1320.0
1187,Guatemala,11,Central America,1,Washed / Wet,0,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,79.17,1550.0
1189,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,79.17,1550.0
1190,Mexico,4,Mexico,4,Washed / Wet,0,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.17,1450.0
1192,Guatemala,11,Central America,1,Washed / Wet,0,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,1700.0
1193,United States (Puerto Rico),20,Central America,1,Washed / Wet,0,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,6.92,79.08,853.44
1194,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,79.08,1500.0
1195,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,79.08,1100.0
1196,Mexico,4,Mexico,4,Washed / Wet,0,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,79.08,1200.0
1198,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,79.0,1219.2
1199,Honduras,16,Central America,1,Washed / Wet,0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,79.0,1350.0
1200,Peru,31,South America,3,Washed / Wet,0,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7.0,79.0,1400.0
1201,Mexico,4,Mexico,4,Natural / Dry,1,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7.0,79.0,1300.0
1202,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7.0,79.0,1550.0
1203,Mexico,4,Mexico,4,Washed / Wet,0,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,79.0,12.0
1204,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7.0,78.92,1300.0
1205,Mexico,4,Mexico,4,Washed / Wet,0,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,78.92,1400.0
1206,Nicaragua,18,Central America,1,Other,4,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,6.75,78.83,1100.0
1208,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,78.75,1310.64
1209,Mexico,4,Mexico,4,Washed / Wet,0,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,6.67,78.75,1320.0
1210,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7.0,78.75,1250.0
1211,Mexico,4,Mexico,4,Washed / Wet,0,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,7.0,78.75,1350.0
1212,China,2,Asia,2,Washed / Wet,0,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,78.67,1850.0
1213,Mexico,4,Mexico,4,Washed / Wet,0,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,78.67,1150.0
1216,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,78.58,1219.2
1217,Taiwan,7,Asia,2,Washed / Wet,0,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,78.58,800.0
1218,Mexico,4,Mexico,4,Washed / Wet,0,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,78.58,1400.0
1219,Mexico,4,Mexico,4,Washed / Wet,0,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,7.5,78.58,1300.0
1221,Mexico,4,Mexico,4,Washed / Wet,0,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,78.5,1600.0
1222,Mexico,4,Mexico,4,Washed / Wet,0,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,6.83,78.5,1400.0
1223,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,78.5,1200.0
1225,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,7.17,78.42,1500.0
1227,Guatemala,11,Central America,1,Washed / Wet,0,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,6.67,78.33,1219.2
1228,Guatemala,11,Central America,1,Washed / Wet,0,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,78.33,1310.64
1229,Mexico,4,Mexico,4,Natural / Dry,1,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,7.75,78.33,1300.0
1233,Indonesia,14,Asia,2,Washed / Wet,0,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,6.83,78.17,1300.0
1234,Mexico,4,Mexico,4,Washed / Wet,0,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,78.08,1050.0
1235,Taiwan,7,Asia,2,Washed / Wet,0,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,7.25,78.0,650.0
1236,Honduras,16,Central America,1,Natural / Dry,1,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,78.0,1350.0
1238,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,7.25,78.0,1219.2
1239,China,2,Asia,2,Washed / Wet,0,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,78.0,1200.0
1240,Guatemala,11,Central America,1,Washed / Wet,0,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,78.0,1310.64
1241,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,78.0,850.0
1243,Costa Rica,3,Central America,1,Washed / Wet,0,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,77.92,1200.0
1244,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,77.92,1248.0
1248,Guatemala,11,Central America,1,Washed / Wet,0,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,77.83,1310.64
1249,Taiwan,7,Asia,2,Washed / Wet,0,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,77.67,775.0
1251,Mexico,4,Mexico,4,Washed / Wet,0,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,77.5,1300.0
1252,Guatemala,11,Central America,1,Washed / Wet,0,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,77.42,1310.64
1253,Brazil,5,South America,3,Natural / Dry,1,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7.0,77.33,890.0
1254,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,1219.2
1255,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,77.33,1500.0
1256,Haiti,21,Central America,1,Washed / Wet,0,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,77.25,825.0
1258,Mexico,4,Mexico,4,Washed / Wet,0,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,77.17,1200.0
1259,Peru,31,South America,3,Washed / Wet,0,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77.0,1200.0
1263,Mexico,4,Mexico,4,Washed / Wet,0,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,76.42,1100.0
1264,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7.0,76.33,1310.64
1268,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,76.17,1400.0
1269,Indonesia,14,Asia,2,Natural / Dry,1,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,76.17,3500.0
1270,Mexico,4,Mexico,4,Washed / Wet,0,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,76.08,1250.0
1271,Honduras,16,Central America,1,Natural / Dry,1,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,76.0,1350.0
1272,Philippines,24,Asia,2,Washed / Wet,0,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,6.67,75.83,1000.0
1274,Guatemala,11,Central America,1,Washed / Wet,0,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,75.58,1310.64
1276,Mexico,4,Mexico,4,Washed / Wet,0,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,75.5,1100.0
1277,Mexico,4,Mexico,4,Washed / Wet,0,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,75.17,1200.0
1278,Mexico,4,Mexico,4,Washed / Wet,0,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,10.0,6.67,75.17,1100.0
1279,Mexico,4,Mexico,4,Washed / Wet,0,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,75.17,1280.0
1280,Mexico,4,Mexico,4,Washed / Wet,0,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,75.0,850.0
1281,Mexico,4,Mexico,4,Washed / Wet,0,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,74.92,1500.0
1282,Mexico,4,Mexico,4,Washed / Wet,0,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7.0,74.83,1250.0
1285,Mexico,4,Mexico,4,Washed / Wet,0,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,74.67,1700.0
1287,Guatemala,11,Central America,1,Washed / Wet,0,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6.0,74.33,1310.64
1288,Mexico,4,Mexico,4,Washed / Wet,0,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,74.33,1140.0
1289,Mexico,4,Mexico,4,Washed / Wet,0,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,74.0,1200.0
1290,Mexico,4,Mexico,4,Washed / Wet,0,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,73.83,1250.0
1293,Honduras,16,Central America,1,Washed / Wet,0,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,73.42,1350.0
1294,Mexico,4,Mexico,4,Washed / Wet,0,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,6.92,72.92,1200.0
1298,Costa Rica,3,Central America,1,Washed / Wet,0,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,71.75,1200.0
1299,Mexico,4,Mexico,4,Washed / Wet,0,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,71.08,800.0
1300,Mexico,4,Mexico,4,Washed / Wet,0,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,71.0,1800.0
1301,Mexico,4,Mexico,4,Washed / Wet,0,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,6.75,70.75,1000.0
1303,Honduras,16,Central America,1,Washed / Wet,0,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,6.33,69.33,1450.0
1304,Honduras,16,Central America,1,Washed / Wet,0,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,6.5,69.17,1450.0
1305,Honduras,16,Central America,1,Washed / Wet,0,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,6.33,69.17,1450.0
1306,Mexico,4,Mexico,4,Washed / Wet,0,7.08,6.83,6.25,7.42,7.25,6.75,10.0,0.0,10.0,6.75,68.33,900.0
1307,Haiti,21,Central America,1,Natural / Dry,1,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,6.42,67.92,350.0
1308,Nicaragua,18,Central America,1,Other,4,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,6.17,63.08,1100.0
1309,Guatemala,11,Central America,1,Washed / Wet,0,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,6.67,59.83,1417.32
